-4.0,4.0
[-3.2566459],[4.05259206]
[-3.25565478],[4.0527332]
[-3.2546637],[4.05287453]
[-3.25367264],[4.05301604]
[-3.25268161],[4.05315775]
[-3.2516906],[4.05329964]
[-3.25069962],[4.05344172]
[-3.24970867],[4.05358399]
[-3.24871775],[4.05372645]
[-3.24772685],[4.0538691]
[-3.24673598],[4.05401193]
[-3.24574513],[4.05415495]
[-3.24475432],[4.05429816]
[-3.24376353],[4.05444156]
[-3.24277277],[4.05458515]
[-3.24178203],[4.05472893]
[-3.24079133],[4.05487289]
[-3.23980065],[4.05501704]
[-3.23881],[4.05516138]
[-3.23781937],[4.05530591]
[-3.23682877],[4.05545062]
[-3.23583821],[4.05559553]
[-3.23484766],[4.05574062]
[-3.23385715],[4.0558859]
[-3.23286666],[4.05603136]
[-3.2318762],[4.05617702]
[-3.23088577],[4.05632286]
[-3.22989537],[4.0564689]
[-3.22890499],[4.05661512]
[-3.22791465],[4.05676152]
[-3.22692433],[4.05690812]
[-3.22593403],[4.0570549]
[-3.22494377],[4.05720188]
[-3.22395353],[4.05734904]
[-3.22296333],[4.05749639]
[-3.22197315],[4.05764392]
[-3.22098299],[4.05779165]
[-3.21999287],[4.05793956]
[-3.21900277],[4.05808766]
[-3.21801271],[4.05823595]
[-3.21702267],[4.05838442]
[-3.21603265],[4.05853309]
[-3.21504267],[4.05868194]
[-3.21405272],[4.05883098]
[-3.21306279],[4.05898021]
[-3.21207289],[4.05912962]
[-3.21108302],[4.05927923]
[-3.21009318],[4.05942902]
[-3.20910337],[4.059579]
[-3.20811359],[4.05972917]
[-3.20712383],[4.05987952]
[-3.2061341],[4.06003007]
[-3.20514441],[4.0601808]
[-3.20415474],[4.06033172]
[-3.2031651],[4.06048283]
[-3.20217549],[4.06063412]
[-3.2011859],[4.0607856]
[-3.20019635],[4.06093728]
[-3.19920682],[4.06108913]
[-3.19821733],[4.06124118]
[-3.19722786],[4.06139342]
[-3.19623842],[4.06154584]
[-3.19524901],[4.06169845]
[-3.19425963],[4.06185125]
[-3.19327028],[4.06200423]
[-3.19228096],[4.06215741]
[-3.19129166],[4.06231077]
[-3.1903024],[4.06246432]
[-3.18931316],[4.06261806]
[-3.18832396],[4.06277198]
[-3.18733478],[4.0629261]
[-3.18634563],[4.0630804]
[-3.18535652],[4.06323489]
[-3.18436743],[4.06338956]
[-3.18337837],[4.06354443]
[-3.18238934],[4.06369948]
[-3.18140034],[4.06385472]
[-3.18041137],[4.06401015]
[-3.17942243],[4.06416577]
[-3.17843352],[4.06432157]
[-3.17744464],[4.06447756]
[-3.17645579],[4.06463374]
[-3.17546696],[4.06479011]
[-3.17447817],[4.06494666]
[-3.17348941],[4.0651034]
[-3.17250068],[4.06526033]
[-3.17151197],[4.06541745]
[-3.1705233],[4.06557476]
[-3.16953466],[4.06573225]
[-3.16854605],[4.06588993]
[-3.16755746],[4.0660478]
[-3.16656891],[4.06620586]
[-3.16558039],[4.0663641]
[-3.16459189],[4.06652253]
[-3.16360343],[4.06668115]
[-3.162615],[4.06683996]
[-3.1616266],[4.06699895]
[-3.16063823],[4.06715813]
[-3.15964988],[4.0673175]
[-3.15866157],[4.06747706]
[-3.15767329],[4.06763681]
[-3.15668504],[4.06779674]
[-3.15569682],[4.06795686]
[-3.15470863],[4.06811717]
[-3.15372047],[4.06827767]
[-3.15273234],[4.06843835]
[-3.15174425],[4.06859922]
[-3.15075618],[4.06876028]
[-3.14976814],[4.06892153]
[-3.14878014],[4.06908296]
[-3.14779216],[4.06924458]
[-3.14680422],[4.06940639]
[-3.1458163],[4.06956839]
[-3.14482842],[4.06973057]
[-3.14384057],[4.06989295]
[-3.14285275],[4.0700555]
[-3.14186496],[4.07021825]
[-3.1408772],[4.07038119]
[-3.13988947],[4.07054431]
[-3.13890177],[4.07070762]
[-3.13791411],[4.07087112]
[-3.13692647],[4.0710348]
[-3.13593887],[4.07119867]
[-3.1349513],[4.07136273]
[-3.13396375],[4.07152698]
[-3.13297624],[4.07169142]
[-3.13198877],[4.07185604]
[-3.13100132],[4.07202085]
[-3.1300139],[4.07218585]
[-3.12902652],[4.07235103]
[-3.12803916],[4.0725164]
[-3.12705184],[4.07268196]
[-3.12606455],[4.07284771]
[-3.12507729],[4.07301364]
[-3.12409007],[4.07317977]
[-3.12310287],[4.07334608]
[-3.12211571],[4.07351257]
[-3.12112857],[4.07367926]
[-3.12014147],[4.07384613]
[-3.11915441],[4.07401319]
[-3.11816737],[4.07418044]
[-3.11718036],[4.07434787]
[-3.11619339],[4.07451549]
[-3.11520645],[4.0746833]
[-3.11421954],[4.0748513]
[-3.11323266],[4.07501948]
[-3.11224582],[4.07518785]
[-3.111259],[4.07535641]
[-3.11027222],[4.07552516]
[-3.10928547],[4.07569409]
[-3.10829876],[4.07586321]
[-3.10731207],[4.07603252]
[-3.10632542],[4.07620202]
[-3.1053388],[4.0763717]
[-3.10435221],[4.07654157]
[-3.10336566],[4.07671163]
[-3.10237913],[4.07688187]
[-3.10139264],[4.0770523]
[-3.10040618],[4.07722292]
[-3.09941976],[4.07739373]
[-3.09843336],[4.07756472]
[-3.097447],[4.0777359]
[-3.09646068],[4.07790727]
[-3.09547438],[4.07807883]
[-3.09448812],[4.07825057]
[-3.09350189],[4.0784225]
[-3.09251569],[4.07859462]
[-3.09152952],[4.07876692]
[-3.09054339],[4.07893942]
[-3.08955729],[4.0791121]
[-3.08857123],[4.07928496]
[-3.08758519],[4.07945802]
[-3.08659919],[4.07963126]
[-3.08561323],[4.07980469]
[-3.08462729],[4.0799783]
[-3.08364139],[4.0801521]
[-3.08265552],[4.08032609]
[-3.08166969],[4.08050027]
[-3.08068388],[4.08067463]
[-3.07969812],[4.08084919]
[-3.07871238],[4.08102392]
[-3.07772668],[4.08119885]
[-3.07674101],[4.08137396]
[-3.07575537],[4.08154926]
[-3.07476977],[4.08172475]
[-3.0737842],[4.08190043]
[-3.07279867],[4.08207629]
[-3.07181316],[4.08225234]
[-3.0708277],[4.08242857]
[-3.06984226],[4.08260499]
[-3.06885686],[4.0827816]
[-3.06787149],[4.0829584]
[-3.06688616],[4.08313539]
[-3.06590086],[4.08331256]
[-3.06491559],[4.08348992]
[-3.06393036],[4.08366746]
[-3.06294516],[4.08384519]
[-3.06195999],[4.08402311]
[-3.06097486],[4.08420122]
[-3.05998977],[4.08437951]
[-3.0590047],[4.08455799]
[-3.05801967],[4.08473666]
[-3.05703468],[4.08491552]
[-3.05604972],[4.08509456]
[-3.05506479],[4.08527379]
[-3.0540799],[4.0854532]
[-3.05309504],[4.08563281]
[-3.05211021],[4.0858126]
[-3.05112542],[4.08599257]
[-3.05014066],[4.08617274]
[-3.04915594],[4.08635309]
[-3.04817125],[4.08653363]
[-3.0471866],[4.08671435]
[-3.04620198],[4.08689526]
[-3.0452174],[4.08707636]
[-3.04423285],[4.08725765]
[-3.04324833],[4.08743912]
[-3.04226385],[4.08762078]
[-3.04127941],[4.08780263]
[-3.04029499],[4.08798466]
[-3.03931062],[4.08816688]
[-3.03832627],[4.08834929]
[-3.03734197],[4.08853188]
[-3.03635769],[4.08871466]
[-3.03537346],[4.08889763]
[-3.03438925],[4.08908078]
[-3.03340508],[4.08926413]
[-3.03242095],[4.08944765]
[-3.03143685],[4.08963137]
[-3.03045279],[4.08981527]
[-3.02946876],[4.08999936]
[-3.02848477],[4.09018364]
[-3.02750081],[4.0903681]
[-3.02651689],[4.09055275]
[-3.025533],[4.09073759]
[-3.02454914],[4.09092261]
[-3.02356533],[4.09110782]
[-3.02258154],[4.09129322]
[-3.0215978],[4.0914788]
[-3.02061409],[4.09166457]
[-3.01963041],[4.09185053]
[-3.01864677],[4.09203667]
[-3.01766316],[4.092223]
[-3.01667959],[4.09240952]
[-3.01569606],[4.09259623]
[-3.01471256],[4.09278312]
[-3.0137291],[4.09297019]
[-3.01274567],[4.09315746]
[-3.01176228],[4.09334491]
[-3.01077892],[4.09353255]
[-3.0097956],[4.09372037]
[-3.00881232],[4.09390838]
[-3.00782907],[4.09409658]
[-3.00684585],[4.09428497]
[-3.00586268],[4.09447354]
[-3.00487953],[4.0946623]
[-3.00389643],[4.09485124]
[-3.00291336],[4.09504037]
[-3.00193033],[4.09522969]
[-3.00094733],[4.0954192]
[-2.99996437],[4.09560889]
[-2.99898144],[4.09579877]
[-2.99799855],[4.09598883]
[-2.9970157],[4.09617908]
[-2.99603288],[4.09636952]
[-2.9950501],[4.09656015]
[-2.99406736],[4.09675096]
[-2.99308465],[4.09694195]
[-2.99210198],[4.09713314]
[-2.99111935],[4.09732451]
[-2.99013675],[4.09751607]
[-2.98915419],[4.09770781]
[-2.98817166],[4.09789974]
[-2.98718917],[4.09809186]
[-2.98620672],[4.09828416]
[-2.9852243],[4.09847665]
[-2.98424192],[4.09866933]
[-2.98325958],[4.09886219]
[-2.98227728],[4.09905525]
[-2.98129501],[4.09924848]
[-2.98031278],[4.0994419]
[-2.97933058],[4.09963551]
[-2.97834842],[4.09982931]
[-2.9773663],[4.10002329]
[-2.97638422],[4.10021746]
[-2.97540217],[4.10041182]
[-2.97442016],[4.10060636]
[-2.97343819],[4.10080109]
[-2.97245625],[4.100996]
[-2.97147435],[4.1011911]
[-2.97049249],[4.10138639]
[-2.96951066],[4.10158187]
[-2.96852888],[4.10177753]
[-2.96754713],[4.10197337]
[-2.96656541],[4.10216941]
[-2.96558374],[4.10236563]
[-2.9646021],[4.10256203]
[-2.9636205],[4.10275863]
[-2.96263894],[4.10295541]
[-2.96165741],[4.10315237]
[-2.96067592],[4.10334952]
[-2.95969447],[4.10354686]
[-2.95871306],[4.10374439]
[-2.95773168],[4.1039421]
[-2.95675034],[4.10413999]
[-2.95576904],[4.10433808]
[-2.95478778],[4.10453635]
[-2.95380656],[4.1047348]
[-2.95282537],[4.10493345]
[-2.95184422],[4.10513227]
[-2.95086311],[4.10533129]
[-2.94988204],[4.10553049]
[-2.948901],[4.10572988]
[-2.94792],[4.10592945]
[-2.94693905],[4.10612921]
[-2.94595812],[4.10632916]
[-2.94497724],[4.10652929]
[-2.9439964],[4.10672961]
[-2.94301559],[4.10693012]
[-2.94203482],[4.10713081]
[-2.94105409],[4.10733169]
[-2.9400734],[4.10753275]
[-2.93909274],[4.107734]
[-2.93811213],[4.10793544]
[-2.93713155],[4.10813706]
[-2.93615101],[4.10833887]
[-2.93517051],[4.10854086]
[-2.93419005],[4.10874304]
[-2.93320963],[4.10894541]
[-2.93222924],[4.10914796]
[-2.9312489],[4.1093507]
[-2.93026859],[4.10955363]
[-2.92928832],[4.10975674]
[-2.92830809],[4.10996004]
[-2.9273279],[4.11016352]
[-2.92634775],[4.11036719]
[-2.92536763],[4.11057105]
[-2.92438756],[4.11077509]
[-2.92340752],[4.11097932]
[-2.92242753],[4.11118374]
[-2.92144757],[4.11138834]
[-2.92046765],[4.11159312]
[-2.91948777],[4.1117981]
[-2.91850793],[4.11200326]
[-2.91752813],[4.1122086]
[-2.91654836],[4.11241413]
[-2.91556864],[4.11261985]
[-2.91458895],[4.11282575]
[-2.91360931],[4.11303184]
[-2.9126297],[4.11323812]
[-2.91165014],[4.11344458]
[-2.91067061],[4.11365122]
[-2.90969112],[4.11385806]
[-2.90871167],[4.11406508]
[-2.90773226],[4.11427228]
[-2.90675289],[4.11447967]
[-2.90577356],[4.11468725]
[-2.90479427],[4.11489501]
[-2.90381502],[4.11510296]
[-2.90283581],[4.1153111]
[-2.90185664],[4.11551942]
[-2.90087751],[4.11572792]
[-2.89989842],[4.11593662]
[-2.89891936],[4.11614549]
[-2.89794035],[4.11635456]
[-2.89696138],[4.11656381]
[-2.89598245],[4.11677325]
[-2.89500355],[4.11698287]
[-2.8940247],[4.11719268]
[-2.89304589],[4.11740267]
[-2.89206711],[4.11761285]
[-2.89108838],[4.11782321]
[-2.89010969],[4.11803377]
[-2.88913104],[4.1182445]
[-2.88815242],[4.11845543]
[-2.88717385],[4.11866654]
[-2.88619532],[4.11887783]
[-2.88521683],[4.11908931]
[-2.88423838],[4.11930098]
[-2.88325996],[4.11951283]
[-2.88228159],[4.11972487]
[-2.88130326],[4.11993709]
[-2.88032497],[4.1201495]
[-2.87934672],[4.12036209]
[-2.87836852],[4.12057488]
[-2.87739035],[4.12078784]
[-2.87641222],[4.12100099]
[-2.87543413],[4.12121433]
[-2.87445609],[4.12142786]
[-2.87347808],[4.12164157]
[-2.87250011],[4.12185546]
[-2.87152219],[4.12206954]
[-2.87054431],[4.12228381]
[-2.86956646],[4.12249826]
[-2.86858866],[4.1227129]
[-2.8676109],[4.12292772]
[-2.86663318],[4.12314273]
[-2.8656555],[4.12335793]
[-2.86467787],[4.12357331]
[-2.86370027],[4.12378887]
[-2.86272271],[4.12400463]
[-2.8617452],[4.12422056]
[-2.86076773],[4.12443669]
[-2.85979029],[4.12465299]
[-2.8588129],[4.12486949]
[-2.85783555],[4.12508617]
[-2.85685825],[4.12530303]
[-2.85588098],[4.12552008]
[-2.85490375],[4.12573732]
[-2.85392657],[4.12595474]
[-2.85294943],[4.12617235]
[-2.85197232],[4.12639014]
[-2.85099526],[4.12660812]
[-2.85001825],[4.12682629]
[-2.84904127],[4.12704464]
[-2.84806434],[4.12726317]
[-2.84708744],[4.12748189]
[-2.84611059],[4.1277008]
[-2.84513378],[4.12791989]
[-2.84415701],[4.12813917]
[-2.84318029],[4.12835863]
[-2.8422036],[4.12857828]
[-2.84122696],[4.12879811]
[-2.84025036],[4.12901813]
[-2.8392738],[4.12923834]
[-2.83829728],[4.12945873]
[-2.83732081],[4.1296793]
[-2.83634438],[4.12990006]
[-2.83536799],[4.13012101]
[-2.83439164],[4.13034214]
[-2.83341533],[4.13056346]
[-2.83243907],[4.13078496]
[-2.83146285],[4.13100665]
[-2.83048667],[4.13122852]
[-2.82951053],[4.13145058]
[-2.82853444],[4.13167282]
[-2.82755838],[4.13189525]
[-2.82658237],[4.13211787]
[-2.82560641],[4.13234067]
[-2.82463048],[4.13256365]
[-2.8236546],[4.13278682]
[-2.82267876],[4.13301018]
[-2.82170296],[4.13323372]
[-2.82072721],[4.13345745]
[-2.8197515],[4.13368136]
[-2.81877583],[4.13390545]
[-2.8178002],[4.13412974]
[-2.81682462],[4.1343542]
[-2.81584907],[4.13457886]
[-2.81487358],[4.13480369]
[-2.81389812],[4.13502872]
[-2.81292271],[4.13525393]
[-2.81194734],[4.13547932]
[-2.81097201],[4.1357049]
[-2.80999673],[4.13593066]
[-2.80902149],[4.13615661]
[-2.80804629],[4.13638274]
[-2.80707114],[4.13660906]
[-2.80609603],[4.13683557]
[-2.80512096],[4.13706226]
[-2.80414594],[4.13728913]
[-2.80317096],[4.13751619]
[-2.80219602],[4.13774344]
[-2.80122112],[4.13797087]
[-2.80024627],[4.13819848]
[-2.79927146],[4.13842629]
[-2.7982967],[4.13865427]
[-2.79732198],[4.13888244]
[-2.7963473],[4.1391108]
[-2.79537267],[4.13933934]
[-2.79439808],[4.13956806]
[-2.79342353],[4.13979698]
[-2.79244903],[4.14002607]
[-2.79147457],[4.14025535]
[-2.79050016],[4.14048482]
[-2.78952578],[4.14071447]
[-2.78855146],[4.14094431]
[-2.78757717],[4.14117433]
[-2.78660293],[4.14140453]
[-2.78562874],[4.14163492]
[-2.78465458],[4.1418655]
[-2.78368048],[4.14209626]
[-2.78270641],[4.14232721]
[-2.78173239],[4.14255834]
[-2.78075842],[4.14278965]
[-2.77978449],[4.14302116]
[-2.7788106],[4.14325284]
[-2.77783675],[4.14348471]
[-2.77686296],[4.14371677]
[-2.7758892],[4.14394901]
[-2.77491549],[4.14418143]
[-2.77394182],[4.14441404]
[-2.7729682],[4.14464684]
[-2.77199463],[4.14487982]
[-2.77102109],[4.14511298]
[-2.7700476],[4.14534633]
[-2.76907416],[4.14557987]
[-2.76810076],[4.14581359]
[-2.76712741],[4.14604749]
[-2.7661541],[4.14628158]
[-2.76518083],[4.14651586]
[-2.76420761],[4.14675032]
[-2.76323443],[4.14698496]
[-2.7622613],[4.14721979]
[-2.76128822],[4.1474548]
[-2.76031518],[4.14769]
[-2.75934218],[4.14792538]
[-2.75836923],[4.14816095]
[-2.75739632],[4.1483967]
[-2.75642346],[4.14863264]
[-2.75545064],[4.14886876]
[-2.75447787],[4.14910507]
[-2.75350515],[4.14934156]
[-2.75253246],[4.14957823]
[-2.75155983],[4.14981509]
[-2.75058724],[4.15005214]
[-2.74961469],[4.15028937]
[-2.74864219],[4.15052678]
[-2.74766974],[4.15076438]
[-2.74669733],[4.15100217]
[-2.74572496],[4.15124014]
[-2.74475264],[4.15147829]
[-2.74378037],[4.15171663]
[-2.74280814],[4.15195515]
[-2.74183596],[4.15219386]
[-2.74086382],[4.15243275]
[-2.73989173],[4.15267182]
[-2.73891969],[4.15291108]
[-2.73794769],[4.15315053]
[-2.73697573],[4.15339016]
[-2.73600382],[4.15362997]
[-2.73503196],[4.15386997]
[-2.73406014],[4.15411016]
[-2.73308837],[4.15435053]
[-2.73211665],[4.15459108]
[-2.73114497],[4.15483181]
[-2.73017334],[4.15507274]
[-2.72920175],[4.15531384]
[-2.72823021],[4.15555513]
[-2.72725871],[4.15579661]
[-2.72628726],[4.15603827]
[-2.72531586],[4.15628011]
[-2.7243445],[4.15652214]
[-2.72337319],[4.15676435]
[-2.72240193],[4.15700675]
[-2.72143071],[4.15724933]
[-2.72045954],[4.1574921]
[-2.71948841],[4.15773505]
[-2.71851734],[4.15797818]
[-2.7175463],[4.1582215]
[-2.71657532],[4.15846501]
[-2.71560438],[4.1587087]
[-2.71463348],[4.15895257]
[-2.71366264],[4.15919663]
[-2.71269184],[4.15944087]
[-2.71172109],[4.15968529]
[-2.71075038],[4.1599299]
[-2.70977972],[4.1601747]
[-2.70880911],[4.16041968]
[-2.70783854],[4.16066484]
[-2.70686802],[4.16091019]
[-2.70589755],[4.16115572]
[-2.70492712],[4.16140143]
[-2.70395674],[4.16164733]
[-2.70298641],[4.16189342]
[-2.70201613],[4.16213969]
[-2.70104589],[4.16238614]
[-2.7000757],[4.16263278]
[-2.69910556],[4.1628796]
[-2.69813546],[4.1631266]
[-2.69716541],[4.16337379]
[-2.69619541],[4.16362117]
[-2.69522546],[4.16386872]
[-2.69425555],[4.16411647]
[-2.69328569],[4.16436439]
[-2.69231588],[4.1646125]
[-2.69134611],[4.1648608]
[-2.69037639],[4.16510928]
[-2.68940672],[4.16535794]
[-2.6884371],[4.16560679]
[-2.68746752],[4.16585582]
[-2.686498],[4.16610503]
[-2.68552852],[4.16635443]
[-2.68455908],[4.16660402]
[-2.6835897],[4.16685378]
[-2.68262036],[4.16710373]
[-2.68165107],[4.16735387]
[-2.68068183],[4.16760419]
[-2.67971264],[4.16785469]
[-2.67874349],[4.16810538]
[-2.67777439],[4.16835625]
[-2.67680534],[4.16860731]
[-2.67583634],[4.16885855]
[-2.67486739],[4.16910997]
[-2.67389848],[4.16936158]
[-2.67292962],[4.16961337]
[-2.67196081],[4.16986535]
[-2.67099205],[4.17011751]
[-2.67002334],[4.17036985]
[-2.66905467],[4.17062238]
[-2.66808606],[4.17087509]
[-2.66711749],[4.17112799]
[-2.66614897],[4.17138107]
[-2.6651805],[4.17163433]
[-2.66421207],[4.17188778]
[-2.6632437],[4.17214141]
[-2.66227537],[4.17239522]
[-2.66130709],[4.17264922]
[-2.66033886],[4.1729034]
[-2.65937068],[4.17315777]
[-2.65840255],[4.17341232]
[-2.65743447],[4.17366706]
[-2.65646643],[4.17392197]
[-2.65549845],[4.17417708]
[-2.65453051],[4.17443236]
[-2.65356262],[4.17468783]
[-2.65259478],[4.17494348]
[-2.65162699],[4.17519932]
[-2.65065925],[4.17545534]
[-2.64969155],[4.17571155]
[-2.64872391],[4.17596794]
[-2.64775632],[4.17622451]
[-2.64678877],[4.17648126]
[-2.64582127],[4.1767382]
[-2.64485382],[4.17699533]
[-2.64388643],[4.17725263]
[-2.64291908],[4.17751012]
[-2.64195178],[4.1777678]
[-2.64098453],[4.17802566]
[-2.64001732],[4.1782837]
[-2.63905017],[4.17854192]
[-2.63808307],[4.17880033]
[-2.63711601],[4.17905892]
[-2.63614901],[4.1793177]
[-2.63518206],[4.17957666]
[-2.63421515],[4.1798358]
[-2.6332483],[4.18009513]
[-2.63228149],[4.18035464]
[-2.63131473],[4.18061434]
[-2.63034803],[4.18087421]
[-2.62938137],[4.18113428]
[-2.62841476],[4.18139452]
[-2.6274482],[4.18165495]
[-2.6264817],[4.18191556]
[-2.62551524],[4.18217636]
[-2.62454883],[4.18243734]
[-2.62358247],[4.1826985]
[-2.62261617],[4.18295984]
[-2.62164991],[4.18322137]
[-2.6206837],[4.18348309]
[-2.61971754],[4.18374498]
[-2.61875143],[4.18400706]
[-2.61778538],[4.18426933]
[-2.61681937],[4.18453177]
[-2.61585341],[4.1847944]
[-2.6148875],[4.18505722]
[-2.61392165],[4.18532021]
[-2.61295584],[4.18558339]
[-2.61199008],[4.18584676]
[-2.61102438],[4.18611031]
[-2.61005872],[4.18637404]
[-2.60909312],[4.18663795]
[-2.60812756],[4.18690205]
[-2.60716206],[4.18716633]
[-2.60619661],[4.18743079]
[-2.6052312],[4.18769544]
[-2.60426585],[4.18796027]
[-2.60330055],[4.18822528]
[-2.6023353],[4.18849048]
[-2.6013701],[4.18875586]
[-2.60040495],[4.18902143]
[-2.59943985],[4.18928717]
[-2.5984748],[4.1895531]
[-2.59750981],[4.18981922]
[-2.59654486],[4.19008551]
[-2.59557997],[4.19035199]
[-2.59461512],[4.19061866]
[-2.59365033],[4.1908855]
[-2.59268559],[4.19115253]
[-2.5917209],[4.19141975]
[-2.59075626],[4.19168714]
[-2.58979167],[4.19195472]
[-2.58882713],[4.19222248]
[-2.58786265],[4.19249043]
[-2.58689821],[4.19275856]
[-2.58593383],[4.19302687]
[-2.5849695],[4.19329536]
[-2.58400522],[4.19356404]
[-2.58304099],[4.1938329]
[-2.58207681],[4.19410195]
[-2.58111268],[4.19437118]
[-2.58014861],[4.19464059]
[-2.57918459],[4.19491018]
[-2.57822061],[4.19517996]
[-2.5772567],[4.19544992]
[-2.57629283],[4.19572006]
[-2.57532901],[4.19599038]
[-2.57436525],[4.19626089]
[-2.57340153],[4.19653158]
[-2.57243787],[4.19680246]
[-2.57147426],[4.19707352]
[-2.57051071],[4.19734476]
[-2.5695472],[4.19761618]
[-2.56858375],[4.19788779]
[-2.56762035],[4.19815958]
[-2.566657],[4.19843155]
[-2.5656937],[4.1987037]
[-2.56473046],[4.19897604]
[-2.56376726],[4.19924856]
[-2.56280412],[4.19952127]
[-2.56184103],[4.19979415]
[-2.560878],[4.20006722]
[-2.55991501],[4.20034048]
[-2.55895208],[4.20061391]
[-2.5579892],[4.20088753]
[-2.55702638],[4.20116133]
[-2.5560636],[4.20143532]
[-2.55510088],[4.20170948]
[-2.55413821],[4.20198383]
[-2.55317559],[4.20225836]
[-2.55221303],[4.20253308]
[-2.55125052],[4.20280798]
[-2.55028806],[4.20308306]
[-2.54932565],[4.20335832]
[-2.5483633],[4.20363377]
[-2.547401],[4.2039094]
[-2.54643875],[4.20418521]
[-2.54547656],[4.2044612]
[-2.54451441],[4.20473738]
[-2.54355233],[4.20501374]
[-2.54259029],[4.20529028]
[-2.54162831],[4.20556701]
[-2.54066638],[4.20584392]
[-2.5397045],[4.20612101]
[-2.53874267],[4.20639828]
[-2.5377809],[4.20667573]
[-2.53681918],[4.20695337]
[-2.53585752],[4.20723119]
[-2.53489591],[4.2075092]
[-2.53393435],[4.20778738]
[-2.53297285],[4.20806575]
[-2.53201139],[4.2083443]
[-2.53105],[4.20862304]
[-2.53008865],[4.20890195]
[-2.52912736],[4.20918105]
